0.00000000	0.00000000	0.00000000	0.00000000	0.50473147
0.00000000	0.01000000	0.00000000	-0.00000793	1.00946051
0.00000000	0.02000000	0.00000000	-0.00001738	1.00944861
0.00000000	0.03000000	0.00000000	-0.00002385	1.00942325
0.00000000	0.04000000	0.00000000	-0.00002453	1.00938615
0.00000000	0.05000000	0.00000000	-0.00001778	1.00933963
0.00000000	0.06000000	0.00000000	-0.00000271	1.00928598
0.00000000	0.07000000	0.00000000	0.00002111	1.00922732
0.00000000	0.08000000	0.00000000	0.00005384	1.00916553
0.00000000	0.09000000	0.00000000	0.00009548	1.00910230
0.00000000	0.10000000	0.00000000	0.00014590	1.00903909
0.00000000	0.11000000	0.00000000	0.00020495	1.00897722
0.00000000	0.12000000	0.00000000	0.00027241	1.00891784
0.00000000	0.13000000	0.00000000	0.00034808	1.00886200
0.00000000	0.14000000	0.00000000	0.00043173	1.00881067
0.00000000	0.15000000	0.00000000	0.00052314	1.00876471
0.00000000	0.16000000	0.00000000	0.00062211	1.00872494
0.00000000	0.17000000	0.00000000	0.00072842	1.00869212
0.00000000	0.18000000	0.00000000	0.00084188	1.00866695
0.00000000	0.19000000	0.00000000	0.00096229	1.00865011
0.00000000	0.20000000	0.00000000	0.00108949	1.00864226
0.00000000	0.21000000	0.00000000	0.00122328	1.00864400
0.00000000	0.22000000	0.00000000	0.00136350	1.00865594
0.00000000	0.23000000	0.00000000	0.00150997	1.00867866
0.00000000	0.24000000	0.00000000	0.00166254	1.00871271
0.00000000	0.25000000	0.00000000	0.00182104	1.00875865
0.00000000	0.26000000	0.00000000	0.00198529	1.00881699
0.00000000	0.27000000	0.00000000	0.00215514	1.00888826
0.00000000	0.28000000	0.00000000	0.00233040	1.00897295
0.00000000	0.29000000	0.00000000	0.00251091	1.00907155
0.00000000	0.30000000	0.00000000	0.00269648	1.00918452
0.00000000	0.31000000	0.00000000	0.00288692	1.00931231
0.00000000	0.32000000	0.00000000	0.00308204	1.00945536
0.00000000	0.33000000	0.00000000	0.00328165	1.00961408
0.00000000	0.34000000	0.00000000	0.00348552	1.00978885
0.00000000	0.35000000	0.00000000	0.00369344	1.00998006
0.00000000	0.36000000	0.00000000	0.00390519	1.01018803
0.00000000	0.37000000	0.00000000	0.00412053	1.01041308
0.00000000	0.38000000	0.00000000	0.00433923	1.01065551
0.00000000	0.39000000	0.00000000	0.00456104	1.01091557
0.00000000	0.40000000	0.00000000	0.00478570	1.01119349
0.00000000	0.41000000	0.00000000	0.00501297	1.01148946
0.00000000	0.42000000	0.00000000	0.00524258	1.01180364
0.00000000	0.43000000	0.00000000	0.00547428	1.01213617
0.00000000	0.44000000	0.00000000	0.00570780	1.01248712
0.00000000	0.45000000	0.00000000	0.00594290	1.01285655
0.00000000	0.46000000	0.00000000	0.00617933	1.01324449
0.00000000	0.47000000	0.00000000	0.00641686	1.01365090
0.00000000	0.48000000	0.00000000	0.00665526	1.01407574
0.00000000	0.49000000	0.00000000	0.00689434	1.01451892
0.00000000	0.50000000	0.00000000	0.00713391	1.01498033
0.00000000	0.51000000	0.00000000	0.00737383	1.01545981
0.00000000	0.52000000	0.00000000	0.00761397	1.01595720
0.00000000	0.53000000	0.00000000	0.00785426	1.01647230
0.00000000	0.54000000	0.00000000	0.00809467	1.01700492
0.00000000	0.55000000	0.00000000	0.00833522	1.01755483
0.00000000	0.56000000	0.00000000	0.00857600	1.01812182
0.00000000	0.57000000	0.00000000	0.00881717	1.01870569
